Exxon Mobil,350.75
Apple,346.78
Microsoft,216.16
IBM,199.42
Chevron,193.11
Wal-Mart,180.68
Johnson & Johnson,175.57
Berkshire Hathaway,172.10
Procter & Gamble,171.87
Google,169.46
General Electric,167.06
AT&T,166.22
Coca-Cola,160.13
Pfizer,144.03
Oracle,136.62
JPMorgan Chase,135.02
Wells Fargo,127.77
Intel,103.13
Merck,99.73
Cisco,84.76
